name,image_id,confidence,xmin,ymin,xmax,ymax
echinus,000134.xml,0.9205165,1918,622,2085,753
echinus,000134.xml,0.15687852,2094,794,2199,890
echinus,000134.xml,0.0798561,812,1061,1018,1199
echinus,000134.xml,0.25061274,1129,615,1321,763
echinus,000134.xml,0.29619062,2275,991,2459,1130
scallop,000134.xml,0.07845205,2060,1575,2360,1815
scallop,000134.xml,0.07056589,1355,1013,1597,1118
holothurian,000636.xml,0.6994,1335,1144,1463,1349
echinus,000636.xml,0.9823966,1820,1930,2154,2151
echinus,000636.xml,0.91088563,2394,1987,2778,2158
echinus,000636.xml,0.32408378,2394,440,2586,622
echinus,000636.xml,0.233044,3264,1752,3459,1964
echinus,000636.xml,0.15653352,1615,108,1781,259
scallop,000636.xml,0.20012775,700,1036,814,1134
starfish,000636.xml,0.987306,1744,1229,1987,1395
echinus,000758.xml,0.88446736,3270,846,3417,969
scallop,000758.xml,0.09650157,2502,1672,2676,1854
scallop,000758.xml,0.052924763,2438,1568,2661,1849
scallop,000758.xml,0.15684342,2441,1576,2592,1764
starfish,000758.xml,0.11054201,2219,2069,2435,2158
starfish,000758.xml,0.36637098,3217,1423,3392,1585
scallop,000270.xml,0.97164816,1113,1402,1350,1627
scallop,000270.xml,0.9861908,1390,1359,1623,1562
scallop,000270.xml,0.99004805,2332,1645,2529,1869
scallop,000270.xml,0.063851036,1724,579,1846,681
scallop,000270.xml,0.8041485,1807,1287,1999,1472
echinus,000029.xml,0.63952947,2273,869,2373,952
echinus,000029.xml,0.641906,1975,641,2085,735
echinus,000029.xml,0.6415709,1713,668,1797,739
echinus,000029.xml,0.92994255,1138,781,1219,847
echinus,000029.xml,0.072495505,1792,703,1928,763
echinus,000029.xml,0.0888742,1848,706,1917,761
echinus,000029.xml,0.09922663,1803,706,1852,764
scallop,000029.xml,0.09501594,460,860,572,938
scallop,000029.xml,0.3564021,1363,340,1534,474
holothurian,000454.xml,0.3911481,1157,1149,1682,1412
holothurian,000454.xml,0.22125767,0,933,485,1148
holothurian,000454.xml,0.11287826,5,1654,525,2123
holothurian,000454.xml,0.6231137,1305,834,1746,988
echinus,000762.xml,0.9639395,1038,1826,1181,1983
echinus,000762.xml,0.9770005,3179,552,3396,754
echinus,000762.xml,0.9718441,3207,62,3406,259
echinus,000762.xml,0.93110585,3512,131,3751,353
echinus,000762.xml,0.8667697,1231,936,1345,1063
echinus,000762.xml,0.50795543,1696,576,1801,694
echinus,000762.xml,0.70955855,2198,139,2366,313
echinus,000762.xml,0.09610504,2709,98,2850,251
echinus,000762.xml,0.11498272,758,1587,859,1701
echinus,000762.xml,0.7571113,1450,1871,1588,2036
starfish,000762.xml,0.3206857,2939,804,3040,888
scallop,000301.xml,0.9809717,3165,1677,3535,1985
scallop,000301.xml,0.96597165,1558,1965,1935,2156
scallop,000301.xml,0.6360694,1009,1045,1203,1153
scallop,000301.xml,0.9906364,1356,961,1549,1122
scallop,000301.xml,0.97552526,512,1048,732,1192
scallop,000301.xml,0.81487197,1670,664,1798,787
scallop,000301.xml,0.9889875,2655,1240,3202,1700
scallop,000301.xml,0.94036627,1602,923,1807,1072
scallop,000301.xml,0.9321782,1759,701,1973,844
scallop,000301.xml,0.86692077,2018,673,2204,870
scallop,000301.xml,0.61384636,1045,1099,1244,1207
scallop,000301.xml,0.6299824,3135,1430,3403,1708
scallop,000301.xml,0.07902616,3106,1610,3474,1906
scallop,000301.xml,0.76718384,1238,737,1398,877
scallop,000301.xml,0.871464,1516,823,1681,982
scallop,000301.xml,0.07095785,1069,1090,1230,1147
scallop,000301.xml,0.063801326,3059,1658,3409,1833
scallop,000301.xml,0.15415071,3102,1583,3371,1732
scallop,000301.xml,0.07186188,1658,661,1898,807
scallop,000301.xml,0.2915259,1033,1111,1228,1171
scallop,000301.xml,0.05521503,3031,1423,3428,1824
scallop,000301.xml,0.2594112,989,1029,1175,1116
scallop,000301.xml,0.19823389,3098,1427,3519,2025
scallop,000301.xml,0.12711217,691,507,823,580
scallop,000301.xml,0.16811575,1063,1151,1230,1216
scallop,000301.xml,0.70908624,1974,462,2084,570
scallop,000301.xml,0.1753711,34,1746,184,1848
scallop,000301.xml,0.17042646,3118,1612,3325,1700
scallop,000301.xml,0.09469968,2226,351,2344,454
scallop,000301.xml,0.8434639,1623,476,1746,562
scallop,000301.xml,0.16315754,1034,1073,1156,1153
scallop,000301.xml,0.051580265,1027,1022,1150,1080
scallop,000301.xml,0.15964538,1124,1102,1226,1156
scallop,000301.xml,0.5386915,1750,399,1904,508
scallop,000301.xml,0.32586452,631,903,780,1040
scallop,000301.xml,0.131391,1106,1122,1232,1207
scallop,000301.xml,0.083244205,1061,1176,1177,1217
scallop,000301.xml,0.12047978,1061,1059,1193,1124
scallop,000301.xml,0.12111521,1062,1123,1186,1208
starfish,000301.xml,0.1977216,3042,594,3225,804
scallop,000389.xml,0.994197,2122,1490,2330,1663
scallop,000389.xml,0.6178116,1901,1057,2002,1124
scallop,000389.xml,0.966282,2464,2038,2734,2158
scallop,000389.xml,0.89524674,2263,1091,2368,1175
scallop,000389.xml,0.5963502,3076,1025,3213,1114
scallop,000389.xml,0.13907917,3319,925,3482,1024
scallop,000389.xml,0.07917578,2449,2100,2739,2157
scallop,000389.xml,0.07193509,1045,1221,1156,1312
scallop,000389.xml,0.21837015,7,1188,112,1279
scallop,000375.xml,0.99638486,1762,2008,1930,2158
scallop,000375.xml,0.9487222,1306,1613,1471,1758
scallop,000375.xml,0.7682324,3416,729,3573,866
scallop,000375.xml,0.8425956,1591,2050,1749,2157
scallop,000375.xml,0.59468514,2456,1029,2619,1125
scallop,000375.xml,0.8937229,2513,1128,2611,1196
scallop,000375.xml,0.64612275,3337,924,3461,1008
scallop,000375.xml,0.11457524,2531,990,2634,1044
scallop,000375.xml,0.16586976,3595,1324,3837,1474
scallop,000375.xml,0.47717342,1805,1154,1932,1278
scallop,000375.xml,0.096566506,2631,974,2737,1042
scallop,000375.xml,0.07681709,2505,1121,2611,1167
scallop,000375.xml,0.15651746,3338,789,3413,880
scallop,000375.xml,0.05758258,3407,791,3535,862
scallop,000375.xml,0.08511272,2009,869,2106,950
echinus,000523.xml,0.956622,861,1208,1005,1355
echinus,000523.xml,0.9055739,774,871,934,1044
echinus,000523.xml,0.16098112,2590,1312,2699,1420
echinus,000686.xml,0.97930807,2720,1027,2878,1175
echinus,000686.xml,0.9710024,2069,1911,2420,2158
echinus,000686.xml,0.9741555,2028,1574,2195,1740
echinus,000686.xml,0.98368007,1417,1661,1618,1839
echinus,000686.xml,0.9791164,1723,1696,1927,1844
echinus,000686.xml,0.9846668,3502,980,3729,1173
echinus,000686.xml,0.9845291,548,1904,775,2139
echinus,000686.xml,0.88459426,2056,764,2184,899
echinus,000686.xml,0.8769234,955,1727,1143,1877
echinus,000686.xml,0.6826565,1725,454,1824,548
echinus,000686.xml,0.46074378,1939,1368,2066,1485
echinus,000686.xml,0.61682177,1226,1204,1319,1305
echinus,000686.xml,0.5480258,2408,322,2528,440
echinus,000686.xml,0.15387651,2641,352,2753,464
echinus,000686.xml,0.5145682,667,1157,768,1261
echinus,000686.xml,0.91951907,1896,1887,2128,2073
echinus,000686.xml,0.33338955,1710,383,1804,464
echinus,000686.xml,0.19819109,1143,1930,1267,2053
echinus,000686.xml,0.07979969,1715,367,1819,566
echinus,000686.xml,0.2701234,1125,743,1228,835
starfish,000686.xml,0.9865832,2662,1411,2822,1594
starfish,000686.xml,0.9867426,1322,1372,1498,1475
starfish,000686.xml,0.26762322,960,1323,1079,1411
holothurian,000201.xml,0.5842489,1414,1519,1679,1654
holothurian,000201.xml,0.96817845,615,1050,1210,1327
echinus,000201.xml,0.99163616,816,1375,1302,1782
echinus,000201.xml,0.9945931,0,1336,521,1758
scallop,000201.xml,0.06798718,533,1269,748,1409
scallop,000201.xml,0.39322728,1644,1577,1884,1696
starfish,000201.xml,0.09606759,2283,1987,2526,2134
echinus,000528.xml,0.96736306,2952,477,3177,646
echinus,000528.xml,0.4298535,1268,45,1376,156
echinus,000528.xml,0.078835934,1826,1574,1994,1748
echinus,000571.xml,0.27135226,1128,1,1230,99
echinus,000571.xml,0.3736028,3103,1684,3273,1859
echinus,000571.xml,0.07701088,2904,1465,3062,1620
echinus,000571.xml,0.11561863,191,976,543,1288
scallop,000571.xml,0.1239946,3373,1780,3706,2093
starfish,000571.xml,0.09738089,3710,165,3838,309
starfish,000766.xml,0.9630708,2578,1780,2711,1911
starfish,000766.xml,0.922869,2505,1655,2650,1772
echinus,000586.xml,0.99399453,2055,1798,2405,2136
echinus,000586.xml,0.9886806,1903,1306,2097,1469
echinus,000586.xml,0.98299927,2498,888,2682,1049
echinus,000586.xml,0.9205486,2960,1012,3114,1158
echinus,000586.xml,0.98685884,2648,1533,2891,1737
starfish,000586.xml,0.99224985,2990,1783,3239,2043
starfish,000586.xml,0.8975222,1674,747,1827,851
starfish,000586.xml,0.96219426,3176,1783,3356,1951
holothurian,000058.xml,0.37475413,2156,880,2230,999
holothurian,000058.xml,0.3623865,1611,695,1760,777
holothurian,000058.xml,0.1475698,1210,690,1371,786
holothurian,000058.xml,0.2683025,2179,659,2381,768
holothurian,000058.xml,0.2846966,2197,645,2356,853
holothurian,000058.xml,0.38815668,1442,884,1623,1003
holothurian,000058.xml,0.70799,1124,1044,1258,1139
holothurian,000058.xml,0.24097307,1533,1363,1638,1436
holothurian,000058.xml,0.46251968,658,982,748,1032
echinus,000058.xml,0.11664798,2343,254,2376,281
echinus,000058.xml,0.14248434,1444,885,1623,1002
echinus,000058.xml,0.9069949,428,826,518,912
echinus,000058.xml,0.122314826,918,480,990,555
scallop,000058.xml,0.85028607,1361,1386,1441,1438
scallop,000058.xml,0.9352934,1283,1379,1364,1434
scallop,000058.xml,0.12219492,475,1319,537,1361
scallop,000058.xml,0.14218858,1067,1083,1111,1115
scallop,000058.xml,0.44288373,1379,736,1431,770
scallop,000058.xml,0.41669628,962,1286,1031,1341
scallop,000058.xml,0.5391511,1526,337,1595,403
scallop,000058.xml,0.059138235,618,761,716,853
scallop,000058.xml,0.4467293,176,1000,260,1073
scallop,000058.xml,0.3636321,623,802,737,879
scallop,000058.xml,0.7948303,1894,1019,1977,1079
scallop,000058.xml,0.66180265,711,1324,787,1376
scallop,000058.xml,0.13473934,1263,1376,1459,1435
scallop,000058.xml,0.07909886,148,1280,224,1340
scallop,000058.xml,0.18508615,623,769,704,813
scallop,000058.xml,0.39083657,1064,704,1146,762
starfish,000058.xml,0.6667632,2091,1072,2187,1143
starfish,000058.xml,0.68641585,2265,1039,2357,1102
starfish,000058.xml,0.8998417,2370,1332,2455,1399
echinus,000601.xml,0.96930534,325,135,393,203
echinus,000601.xml,0.9245139,10,148,81,217
echinus,000601.xml,0.9426632,467,78,505,123
echinus,000601.xml,0.079793975,562,51,591,82
starfish,000601.xml,0.1206288,658,20,690,42
starfish,000601.xml,0.13093397,517,52,562,77
echinus,000542.xml,0.98711956,1281,1642,1568,1884
echinus,000542.xml,0.8841432,1130,2003,1537,2158
echinus,000542.xml,0.909727,758,131,874,267
echinus,000542.xml,0.9888686,1134,947,1376,1185
echinus,000542.xml,0.98424757,1707,1103,1908,1311
echinus,000542.xml,0.84056187,2585,1,2794,102
echinus,000542.xml,0.9283939,483,1596,770,1780
echinus,000542.xml,0.17674646,2388,2097,2635,2158
echinus,000542.xml,0.9894721,2075,1064,2335,1317
echinus,000542.xml,0.98390996,2790,1408,3029,1623
echinus,000542.xml,0.2338897,1641,2090,1862,2158
scallop,000542.xml,0.12753516,906,1012,1008,1096
echinus,000061.xml,0.604006,2230,571,2339,671
echinus,000061.xml,0.3663736,2069,388,2233,553
scallop,000061.xml,0.9358496,859,1371,926,1413
scallop,000061.xml,0.9723756,789,1312,859,1358
scallop,000061.xml,0.87413555,843,1244,917,1296
scallop,000061.xml,0.7044986,1037,1209,1099,1259
scallop,000061.xml,0.67081696,685,1205,757,1249
scallop,000061.xml,0.82122,1291,1353,1374,1408
scallop,000061.xml,0.7845626,223,901,299,977
scallop,000061.xml,0.22274017,958,1206,1033,1277
scallop,000061.xml,0.17564608,1360,1368,1463,1438
scallop,000061.xml,0.23778515,674,696,776,796
scallop,000061.xml,0.14170164,1437,709,1490,743
scallop,000061.xml,0.87970203,1181,808,1251,854
scallop,000061.xml,0.5515431,678,700,763,759
scallop,000061.xml,0.36701182,997,986,1055,1028
scallop,000061.xml,0.13066539,673,722,771,772
scallop,000061.xml,0.30612206,682,746,789,801
scallop,000061.xml,0.6808405,494,1240,556,1283
scallop,000061.xml,0.05429413,828,1241,1006,1298
scallop,000061.xml,0.054357238,2506,542,2551,629
scallop,000061.xml,0.05093935,914,1210,1040,1288
scallop,000061.xml,0.07810782,1925,1039,2005,1094
starfish,000061.xml,0.9502404,1946,908,2068,995
starfish,000061.xml,0.8674552,1213,1391,1321,1438
starfish,000061.xml,0.54223865,512,1397,572,1438
scallop,000334.xml,0.98733634,1917,1334,2105,1502
scallop,000334.xml,0.91028416,1033,1012,1182,1145
scallop,000334.xml,0.9566169,1641,877,1804,982
scallop,000334.xml,0.9886719,1574,1235,1776,1390
scallop,000334.xml,0.9826879,109,1466,296,1614
scallop,000334.xml,0.95586413,795,1114,955,1244
scallop,000334.xml,0.9769489,1121,1290,1292,1466
scallop,000334.xml,0.98069054,1799,1446,1987,1592
scallop,000334.xml,0.95403016,1672,1017,1791,1137
scallop,000334.xml,0.90218276,16,1268,204,1414
scallop,000334.xml,0.96087015,1287,836,1432,949
scallop,000334.xml,0.945263,2462,1837,2651,1998
scallop,000334.xml,0.9688292,1058,1134,1201,1246
scallop,000334.xml,0.9111756,887,1013,1031,1138
scallop,000334.xml,0.93929815,1263,963,1393,1074
scallop,000334.xml,0.9946582,1983,1786,2206,2009
scallop,000334.xml,0.9715853,1345,1128,1497,1256
scallop,000334.xml,0.67703664,285,947,430,1078
scallop,000334.xml,0.9853808,1408,1828,1613,2071
scallop,000334.xml,0.7818772,1540,2068,1750,2158
scallop,000334.xml,0.6677938,2734,1142,2915,1280
scallop,000334.xml,0.603755,2125,1111,2255,1215
scallop,000334.xml,0.996079,1566,1473,1755,1655
scallop,000334.xml,0.4391796,2630,517,2768,639
scallop,000334.xml,0.6127444,2571,1981,2817,2158
scallop,000334.xml,0.37388414,2436,908,2603,1053
scallop,000334.xml,0.2741344,2717,910,2870,1022
scallop,000334.xml,0.812189,1913,1571,2149,1771
scallop,000334.xml,0.97307885,2477,1397,2676,1573
scallop,000334.xml,0.27897376,1071,739,1163,832
scallop,000334.xml,0.2970881,1734,490,1864,573
scallop,000334.xml,0.08831546,2820,823,2970,945
scallop,000334.xml,0.50822836,567,984,735,1108
scallop,000334.xml,0.14159034,3255,731,3449,973
scallop,000334.xml,0.25834945,3272,718,3468,843
scallop,000334.xml,0.39656246,2550,1128,2734,1264
scallop,000334.xml,0.08808149,535,203,758,419
scallop,000334.xml,0.70712864,1719,956,1834,1037
scallop,000334.xml,0.12198076,600,1230,813,1392
scallop,000334.xml,0.92567885,3260,821,3429,952
scallop,000334.xml,0.12144951,1236,951,1576,1098
scallop,000334.xml,0.28608686,2022,2016,2146,2086
scallop,000334.xml,0.89264387,1872,930,2001,1026
scallop,000334.xml,0.121565476,970,1130,1071,1213
scallop,000334.xml,0.090497024,3509,848,3795,999
scallop,000334.xml,0.09566317,3300,2044,3495,2155
scallop,000334.xml,0.7236014,1787,1111,1932,1243
scallop,000334.xml,0.18736182,446,358,599,495
scallop,000334.xml,0.26344866,509,821,663,955
scallop,000334.xml,0.08796098,1706,990,1812,1053
scallop,000334.xml,0.8124538,1938,1127,2103,1242
scallop,000334.xml,0.22962296,1317,499,1441,605
scallop,000334.xml,0.5142348,117,1037,274,1196
scallop,000334.xml,0.13157405,3152,1208,3330,1314
scallop,000334.xml,0.09402443,1153,841,1289,931
scallop,000334.xml,0.5022098,2008,525,2131,623
scallop,000334.xml,0.051240083,1694,931,1809,1144
scallop,000334.xml,0.10975179,380,1256,517,1374
scallop,000334.xml,0.053452197,2739,604,2863,691
scallop,000334.xml,0.10629122,1531,662,1622,730
scallop,000334.xml,0.08071454,1408,697,1471,772
scallop,000334.xml,0.08086302,1034,1010,1207,1275
scallop,000334.xml,0.111127354,1836,1435,1947,1490
scallop,000334.xml,0.13346927,1883,1265,1997,1357
scallop,000334.xml,0.077565946,1054,844,1290,994
scallop,000334.xml,0.59854686,2028,616,2165,720
scallop,000334.xml,0.4020578,1159,1057,1293,1149
scallop,000334.xml,0.39864302,3138,1624,3369,1810
scallop,000334.xml,0.09317997,1021,1101,1162,1149
scallop,000334.xml,0.1218493,1072,864,1194,999
scallop,000334.xml,0.08969994,1521,1204,1616,1280
scallop,000334.xml,0.22957985,3180,1403,3368,1537
scallop,000334.xml,0.6701822,1380,952,1555,1113
scallop,000334.xml,0.7455722,2007,2088,2170,2158
starfish,000334.xml,0.97498024,3540,1586,3838,1946
starfish,000334.xml,0.9916221,2983,775,3260,995
echinus,000651.xml,0.9847824,2015,702,2198,838
echinus,000651.xml,0.9840566,1468,1449,1779,1787
echinus,000651.xml,0.9868444,1347,1142,1635,1457
echinus,000651.xml,0.9706033,260,173,431,348
echinus,000651.xml,0.9543922,3036,424,3210,576
echinus,000651.xml,0.89218456,2856,716,3061,874
echinus,000651.xml,0.21987082,0,787,143,931
echinus,000651.xml,0.97687703,3156,843,3387,1077
echinus,000651.xml,0.27444038,0,1246,127,1468
echinus,000651.xml,0.3984508,3652,1534,3828,1734
starfish,000651.xml,0.7780644,3421,922,3563,1039
echinus,000355.xml,0.9824654,3358,1936,3704,2155
scallop,000355.xml,0.9957071,2443,1641,2635,1784
scallop,000355.xml,0.98872197,2465,1863,2666,2061
scallop,000355.xml,0.9907143,2525,2048,2754,2158
scallop,000355.xml,0.80356187,2347,1009,2492,1109
scallop,000355.xml,0.69434935,2693,629,2777,695
scallop,000355.xml,0.98069704,2935,1243,3067,1337
scallop,000355.xml,0.7653272,2623,1099,2748,1209
scallop,000355.xml,0.9481202,1713,1231,1819,1321
scallop,000355.xml,0.9851413,2693,1861,2901,2060
scallop,000355.xml,0.3205235,3631,1914,3817,2096
scallop,000355.xml,0.060119074,3013,2037,3182,2158
scallop,000355.xml,0.13024488,2398,1186,2500,1268
scallop,000355.xml,0.53515595,1990,1400,2126,1507
scallop,000355.xml,0.8226916,2517,1196,2639,1300
scallop,000355.xml,0.4009377,1601,1456,1718,1565
scallop,000355.xml,0.58063024,2593,1031,2719,1115
scallop,000355.xml,0.44387925,3198,1232,3340,1328
scallop,000355.xml,0.074041985,2095,900,2169,966
scallop,000355.xml,0.08590737,2604,1019,2746,1227
starfish,000355.xml,0.99462587,1586,1857,1968,2150
starfish,000355.xml,0.1290611,2347,1009,2491,1109
scallop,000393.xml,0.99571794,2811,1712,3152,2018
scallop,000393.xml,0.9878956,836,774,1037,933
scallop,000393.xml,0.99367756,1445,790,1667,958
scallop,000393.xml,0.9910942,2117,160,2319,275
scallop,000393.xml,0.8575527,1919,462,2064,588
scallop,000393.xml,0.4554442,808,1027,966,1164
scallop,000393.xml,0.24240734,1697,2022,1947,2158
scallop,000393.xml,0.45920497,2359,1948,2551,2043
scallop,000393.xml,0.19695237,1394,1201,1541,1304
scallop,000393.xml,0.34808877,2299,1755,2473,1919
scallop,000393.xml,0.05839122,3349,299,3525,435
scallop,000393.xml,0.06271672,2367,0,2552,79
scallop,000393.xml,0.05328585,1317,1670,1456,1812
scallop,000393.xml,0.13165979,1115,73,1177,133
scallop,000393.xml,0.47443292,1023,436,1160,523
scallop,000393.xml,0.07789492,274,1617,379,1710
scallop,000393.xml,0.16653694,1378,933,1538,1149
echinus,000654.xml,0.984751,1402,74,1657,348
echinus,000654.xml,0.9913715,1379,1914,1651,2158
echinus,000654.xml,0.98235625,815,372,1092,681
echinus,000654.xml,0.9281333,227,261,409,453
echinus,000654.xml,0.6440847,3730,1359,3838,1525
echinus,000654.xml,0.9690039,2763,1688,3008,1917
echinus,000654.xml,0.98527783,937,1,1181,190
echinus,000654.xml,0.9690393,937,1516,1183,1785
scallop,000654.xml,0.070670664,3033,1947,3126,2035
starfish,000654.xml,0.10827837,197,440,379,661
holothurian,000360.xml,0.2206552,2443,1248,2596,1398
scallop,000360.xml,0.96733373,697,1173,865,1320
scallop,000360.xml,0.9041913,2595,1558,2766,1731
scallop,000360.xml,0.9925956,2157,1155,2299,1280
scallop,000360.xml,0.95006055,1243,1161,1384,1296
scallop,000360.xml,0.9180317,1557,1096,1737,1227
scallop,000360.xml,0.66689074,3688,1894,3838,2071
scallop,000360.xml,0.96220666,2447,1585,2567,1688
scallop,000360.xml,0.90805507,2019,1078,2173,1183
scallop,000360.xml,0.6654739,237,1517,426,1697
scallop,000360.xml,0.32138455,3387,1093,3567,1231
scallop,000360.xml,0.2993764,1785,1294,1958,1423
scallop,000360.xml,0.97866243,834,1232,995,1358
scallop,000360.xml,0.66247076,908,923,1058,1056
scallop,000360.xml,0.08453363,1925,808,2127,895
scallop,000360.xml,0.62077725,1866,792,2114,923
scallop,000360.xml,0.9000377,2015,644,2103,728
scallop,000360.xml,0.36734456,363,808,527,912
scallop,000360.xml,0.059457794,1539,1409,1725,1564
scallop,000360.xml,0.29033464,1453,1265,1639,1409
scallop,000360.xml,0.120890416,1342,887,1519,982
scallop,000360.xml,0.5367086,2018,1528,2184,1683
scallop,000360.xml,0.8366969,3472,1226,3629,1359
scallop,000360.xml,0.14292519,1290,1346,1420,1525
scallop,000360.xml,0.50441045,3496,1348,3603,1436
scallop,000360.xml,0.9317515,1873,1586,2091,1791
scallop,000360.xml,0.6157198,755,780,861,851
scallop,000360.xml,0.075401634,1341,872,1448,958
scallop,000360.xml,0.06311688,2167,1386,2356,1526
scallop,000360.xml,0.06960429,2916,1784,3202,1892
scallop,000360.xml,0.96780056,3383,432,3499,531
scallop,000360.xml,0.33825606,1158,599,1333,698
scallop,000360.xml,0.10873601,3129,1297,3294,1421
scallop,000360.xml,0.12973072,3350,532,3459,607
scallop,000360.xml,0.087579444,1310,1704,1394,1819
scallop,000360.xml,0.23725756,1996,820,2121,888
scallop,000360.xml,0.19917963,3320,1370,3488,1519
scallop,000360.xml,0.09681592,866,875,947,935
scallop,000360.xml,0.370868,1881,830,2043,926
scallop,000360.xml,0.069889896,1906,1522,2196,1737
scallop,000360.xml,0.07080217,2042,825,2122,879
scallop,000360.xml,0.3896825,1905,787,2065,855
scallop,000360.xml,0.09291628,458,749,541,830
scallop,000360.xml,0.52561307,710,674,814,767
starfish,000360.xml,0.99218565,3010,975,3241,1138
starfish,000360.xml,0.9866404,1117,839,1375,972
starfish,000360.xml,0.10362443,2617,696,2778,852
holothurian,000203.xml,0.11899955,183,108,426,238
holothurian,000203.xml,0.2046749,290,173,627,325
echinus,000203.xml,0.994138,2294,517,2611,830
echinus,000203.xml,0.9543827,3577,1506,3828,1751
echinus,000203.xml,0.9651218,3152,884,3635,1305
echinus,000203.xml,0.16087054,911,440,1072,643
echinus,000203.xml,0.07149676,3103,828,3735,1487
echinus,000203.xml,0.64473164,3526,710,3767,949
echinus,000203.xml,0.15354781,688,816,896,969
echinus,000203.xml,0.52177215,1771,1042,1909,1176
echinus,000203.xml,0.2508859,836,683,1044,832
echinus,000039.xml,0.76127917,1545,496,1607,566
echinus,000039.xml,0.804732,1629,293,1683,344
echinus,000039.xml,0.3863231,1967,203,2047,303
echinus,000039.xml,0.100797944,1927,8,2047,152
echinus,000039.xml,0.30853108,226,826,315,910
echinus,000039.xml,0.09953399,1588,368,1640,428
echinus,000039.xml,0.17742476,1886,598,2047,757
echinus,000039.xml,0.08602628,1822,525,1917,635
echinus,000039.xml,0.108351,1990,325,2047,457
echinus,000039.xml,0.13688375,1599,427,1670,477
echinus,000039.xml,0.2185421,415,633,533,745
scallop,000039.xml,0.98236644,1390,1381,1484,1455
scallop,000039.xml,0.9693477,1576,817,1654,888
scallop,000039.xml,0.9094163,1124,575,1187,629
scallop,000039.xml,0.76898,845,1354,934,1428
scallop,000039.xml,0.86736196,1558,1323,1660,1399
scallop,000039.xml,0.7242676,1317,1489,1393,1535
scallop,000039.xml,0.3376017,1768,714,1846,774
scallop,000039.xml,0.8034078,1666,863,1735,922
scallop,000039.xml,0.5440031,1589,1202,1681,1271
scallop,000039.xml,0.4093605,1725,1235,1811,1318
scallop,000039.xml,0.26381123,1337,1103,1414,1173
scallop,000039.xml,0.39528695,1758,1309,1851,1397
scallop,000039.xml,0.4147481,1309,564,1379,613
scallop,000039.xml,0.074833184,1074,1469,1174,1535
scallop,000039.xml,0.7391604,1721,744,1787,798
scallop,000039.xml,0.052676097,1731,833,1775,882
starfish,000039.xml,0.6249867,739,692,825,753
starfish,000039.xml,0.16140358,118,1436,209,1535
starfish,000039.xml,0.59326667,668,1008,742,1068
starfish,000039.xml,0.6010647,429,869,534,947
starfish,000039.xml,0.07238163,1798,803,1879,855
echinus,000709.xml,0.9608171,938,244,1104,397
echinus,000709.xml,0.96491766,420,418,573,556
echinus,000709.xml,0.94600785,1558,488,1744,605
echinus,000709.xml,0.9613061,2406,532,2635,773
echinus,000709.xml,0.8239756,2898,790,3110,961
echinus,000709.xml,0.38618782,432,1579,590,1730
echinus,000709.xml,0.23867346,67,546,172,661
echinus,000709.xml,0.5760541,81,979,182,1092
echinus,000709.xml,0.29896277,2645,13,2901,236
echinus,000709.xml,0.07866054,96,1152,209,1249
holothurian,000166.xml,0.9837234,1401,1163,1822,1309
holothurian,000166.xml,0.9489704,1487,1870,2017,2151
holothurian,000166.xml,0.12150441,494,1038,730,1230
echinus,000166.xml,0.9911731,535,1639,1010,1989
echinus,000166.xml,0.9765623,3152,1671,3837,2148
echinus,000166.xml,0.9918143,2948,1359,3242,1564
echinus,000166.xml,0.52631056,1855,1297,2024,1476
scallop,000399.xml,0.9847258,603,156,772,286
scallop,000399.xml,0.9090639,1554,1435,1874,1710
scallop,000399.xml,0.9757405,365,774,531,893
scallop,000399.xml,0.997189,2639,147,2888,315
scallop,000399.xml,0.98724246,1944,62,2143,215
scallop,000399.xml,0.95178384,3137,1333,3409,1489
scallop,000399.xml,0.9774566,2935,1625,3138,1813
scallop,000399.xml,0.7859209,423,218,578,288
scallop,000399.xml,0.14475548,3567,1128,3739,1253
scallop,000399.xml,0.25570145,3672,1788,3838,2156
scallop,000399.xml,0.20577973,2824,281,2967,394
scallop,000399.xml,0.8487396,1095,1399,1315,1609
scallop,000399.xml,0.1424239,2560,480,2820,619
scallop,000399.xml,0.11983077,3333,1396,3452,1509
scallop,000399.xml,0.23796704,2371,1210,2632,1413
holothurian,000096.xml,0.107334144,18,956,395,1096
holothurian,000096.xml,0.120518595,23,1817,393,2038
holothurian,000096.xml,0.16084185,1414,1349,1682,1509
scallop,000096.xml,0.8341988,1702,1933,1972,2134
scallop,000096.xml,0.3105178,321,1395,748,1623
scallop,000096.xml,0.11749788,1380,1537,1677,1721
holothurian,000118.xml,0.5265884,3420,1680,3717,1915
scallop,000118.xml,0.9806591,1676,1022,2098,1250
holothurian,000560.xml,0.9323844,541,342,605,405
holothurian,000560.xml,0.11175747,426,211,473,243
echinus,000560.xml,0.9688431,116,2,186,60
echinus,000560.xml,0.93742996,165,182,235,254
echinus,000560.xml,0.9314579,409,329,477,402
echinus,000560.xml,0.92459375,308,2,365,42
echinus,000560.xml,0.93764424,519,99,606,186
echinus,000560.xml,0.13896051,194,57,240,100
echinus,000560.xml,0.9381486,517,265,598,340
echinus,000560.xml,0.08526193,350,366,487,402
echinus,000560.xml,0.9650272,610,2,691,73
echinus,000560.xml,0.62456745,363,377,433,404
scallop,000560.xml,0.055163983,636,335,652,351
starfish,000560.xml,0.19364887,386,140,425,183
holothurian,000140.xml,0.18288767,63,608,805,828
